organizacion_id;tipo_institucion_id;institucion_nivel1_id;institucion_nivel2_id;institucion_nivel3_id;institucion_nivel4_id;institucion_nivel5_id;institucion_nivel6_id;institucion_nivel1_descripcion;institucion_nivel2_descripcion;institucion_nivel3_descripcion;institucion_nivel4_descripcion;institucion_nivel5_descripcion;institucion_nivel6_descripcion;sigla;nivel;tipo_entidad_privada_id;estado_organizacion_id;es_doble_dependencia
18556;75;07238;18556;;;;;UNIVERSIDAD DE CADIZ;CENTRO ANDALUZ SUPERIOR DE ESTUDIOS MARINOS;;;;;CASEM;2;;3;N
18557;75;07238;18556;18557;;;;UNIVERSIDAD DE CADIZ;CENTRO ANDALUZ SUPERIOR DE ESTUDIOS MARINOS;DEPARTAMENTO DE BIOLOGIA;;;;;3;;3;N
18558;75;00297;00301;18558;;;;UNIVERSIDAD NACIONAL DE CUYO;FACULTAD DE FILOSOFIA Y LETRAS;INSTITUTO DE HISTORIA DEL ARTE;;;;IHA;3;;3;N
18559;73;00830;18559;;;;;CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS;INSTITUTO DE CIENCIAS DEL PATRIMONIO - SEDE SANTIAGO DE COMPOSTELA;;;;;;2;;3;N
18560;75;05609;18560;;;;;UNIVERSIDAD DE LA REPUBLICA;ESCUELA UNIVERSITARIA DE MÚSICA;;;;;EUMUS;2;;6;N
18561;75;05609;18561;;;;;UNIVERSIDAD DE LA REPUBLICA;INSTITUTO ESCUELA NACIONAL DE BELLAS ARTES;;;;;ENBA;2;;3;N
18562;75;05609;18562;;;;;UNIVERSIDAD DE LA REPUBLICA;INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA;;;;;ISEF;2;;3;N
18563;75;00763;05710;18563;;;;UNIVERSIDADE ESTADUAL DO CAMPINAS;INSTITUTO DE BIOLOGIA;DEPARTAMENTO DE BIOLOGIA ESTRUCTURAL Y FUNCIONAL;;;;;3;;3;N
18564;75;00763;05710;18563;18564;;;UNIVERSIDADE ESTADUAL DO CAMPINAS;INSTITUTO DE BIOLOGIA;DEPARTAMENTO DE BIOLOGIA ESTRUCTURAL Y FUNCIONAL;LABORATORIO DE ESTUDIOS CROMOSSOMICOS;;;;4;;3;N
18565;75;05600;09709;18565;;;;UNIVERSIDAD DE VALLADOLID;ESCUELA TECNICA SUPERIOR DE INGENIERIAS AGRARIAS;INSTITUTO UNIVERSITARIO DE GESTION FORESTAL SOSTENIBLE;;;;;3;;3;N
18566;75;00829;18566;;;;;UNIVERSIDAD DE SEVILLA;FACULTAD DE MEDICINA;;;;;;2;;3;N
18567;75;00829;18566;18567;;;;UNIVERSIDAD DE SEVILLA;FACULTAD DE MEDICINA;DEPARTAMENTO DE BIOQUIMICA MEDICINA Y BIOLOGIA MOLECULAR E INMUNOLOGIA;;;;;3;;3;N
18568;81;18568;;;;;;INSTITUTE DE RADIOPROTECTION ET DE SURETE NUCLEAIRE;;;;;;INST.DE R. ET DE S. NUCLEAIRE;1;;3;N
18569;81;18568;18569;;;;;INSTITUTE DE RADIOPROTECTION ET DE SURETE NUCLEAIRE;LABORATOIRE  DE  PHYSIQUE  ET  DE  METROLOGIE  DES  AEROSOLS;;;;;;2;;3;N
18570;81;18570;;;;;;UNIVERSITY OF APPLIED SCIENCES NORTHWESTERN SWITZERLAND;;;;;;U. OF A.S. N. SWITZERLAND;1;;3;N
18571;81;18570;18571;;;;;UNIVERSITY OF APPLIED SCIENCES NORTHWESTERN SWITZERLAND;SCHOOL OF LIFE SCIENCES;;;;;;2;;3;N
18572;81;18572;;;;;;CZECH ACADEMY OF SCIENCES;;;;;;CZECH ACADEMY OF SCIENCES;1;;3;N
18573;81;18572;18573;;;;;CZECH ACADEMY OF SCIENCES;INSTITUTE OF BOTANY;;;;;;2;;3;N
18574;75;07235;18574;;;;;UNIVERSIDADE DO ESTADO DE RIO DO JANEIRO;INSTITUTO DE MATEMATICAS E ESTADISTICA;;;;;;2;;3;N
18575;75;01296;18575;;;;;UNIVERSITY OF ALBERTA;FACULTY OF AGRICULTURAL, LIFE AND ENVIRONMENTAL SCIENCES;;;;;;2;;3;N
18576;75;01296;18575;18576;;;;UNIVERSITY OF ALBERTA;FACULTY OF AGRICULTURAL, LIFE AND ENVIRONMENTAL SCIENCES;DEPARTAMENT OF AGRICULTURAL, FOOD AND NUTRITIONAL SCIENCE;;;;;3;;3;N
18577;76;06061;18577;;;;;KATHOLIKIE UNIVERSITEIT LEUVEN;FACULTEIT LETTEREN;;;;;;2;;8;N
18578;76;06061;17518;18578;;;;KATHOLIKIE UNIVERSITEIT LEUVEN;FACULTEIT LETTEREN;INSTITUUT  VOOR  UROEGCHRISTELIJKE  EN  BYZANTIJNSE  STUDIES;;;;;3;;3;N
18579;81;18579;;;;;;FUNDACION CHARLES DARWIN;;;;;;FUNDACION CHARLES DARWIN;1;;3;N
18580;81;18579;18580;;;;;FUNDACION CHARLES DARWIN;ESTACION CIENTIFICA CHARLES DARWIN;;;;;;2;;3;N
18581;81;18581;;;;;;CENTER FOR PLANT CELL BIOLOGY;;;;;;CENTER FOR PLANT CELL BIOLOGY;1;;3;N
18582;81;18582;;;;;;FRAUNHOFER  GESELLSCHAFT;;;;;;FRAUNHOFER  GESELLSCHAFT;1;;3;N
18583;81;18582;18583;;;;;FRAUNHOFER  GESELLSCHAFT;INSTITUT FUR  BAUPHYSIK;;;;;;2;;3;N
18584;75;07228;18584;;;;;UNIVERSITY OF ABERDEEN;SCHOOL OF BIOLOGICAL SCIENCES;;;;;;2;;3;N
18585;81;18585;;;;;;NATIONAL AGRICULTURE AND FOOD ORGANIZATION;;;;;;N.A. AND FOOD ORGANIZATION;1;;3;N
18586;81;18585;18586;;;;;NATIONAL AGRICULTURE AND FOOD ORGANIZATION;CENTRAL REGION AGRICULTURAL RESEARCH CENTER;;;;;;2;;3;N
18587;75;01440;18587;;;;;UNIVERSIDAD DE MALAGA;FACULTAD DE FILOSOFIA Y LETRAS;;;;;;2;;3;N
18588;75;01440;18587;18588;;;;UNIVERSIDAD DE MALAGA;FACULTAD DE FILOSOFIA Y LETRAS;DEPARTAMENTO DE HISTORIA MODERNA Y CONTEMPORANEA;;;;;3;;3;N
18589;81;18589;;;;;;GALAPAGOS CONSERVANCY INC;;;;;;GALAPAGOS CONSERVANCY INC;1;;3;N
18590;75;00828;18590;;;;;UNIVERSIDAD AUTONOMA DE MADRID;SERVICIO INTERDEPARTAMENTAL  DE  INVESTIGACION;;;;;;2;;3;N
18591;75;00829;18591;;;;;UNIVERSIDAD DE SEVILLA;FACULTAD  DE   FARMACIA;;;;;;2;;3;N
18592;75;00829;18591;18592;;;;UNIVERSIDAD DE SEVILLA;FACULTAD  DE   FARMACIA;DEPARTAMENTO DE FARMACIA Y TECNOLOGIA FARMACEUTICA;;;;;3;;3;N
18593;75;06281;18593;;;;;UNIVERSITA DEGLI STUDI DI PISA;DEPARTAMENTO DE INVESTIGACION TRASLACIONAL Y NUEVAS TECNOLOGIAS EN MEDICINA Y CIRUGIA;;;;;;2;;3;N
18594;75;06281;18593;18594;;;;UNIVERSITA DEGLI STUDI DI PISA;DEPARTAMENTO DE INVESTIGACION TRASLACIONAL Y NUEVAS TECNOLOGIAS EN MEDICINA Y CIRUGIA;DIVISION DE PALEONTOLOGIA;;;;;3;;3;N
18595;74;00014;18595;;;;;GOBIERNO DE LA PROVINCIA DEL NEUQUEN;MINISTERIO DE EDUCACION;;;;;;2;;3;N
18596;74;00014;18595;18596;;;;GOBIERNO DE LA PROVINCIA DEL NEUQUEN;MINISTERIO DE EDUCACION;CONSEJO PROVINCIAL DE EDUCACION DE LA PROVINCIA DE NEUQUEN;;;;CPE;3;;3;N
18597;74;10168;18597;;;;;GOBIERNO DE LA PROVINCIA DE CHACO;MINISTERIO DE EDUCACION CULTURA CIENCIA Y TECNOLOGIA;;;;;;2;;3;N
18598;74;00014;18598;;;;;GOBIERNO DE LA PROVINCIA DEL NEUQUEN;MINISTERIO DE CIUDADANIA;;;;;;2;;3;N
18599;74;00014;18598;18599;;;;GOBIERNO DE LA PROVINCIA DEL NEUQUEN;MINISTERIO DE CIUDADANIA;SUBSECRETARIA DE DERECHOS HUMANOS;;;;;3;;3;N
18600;74;00014;18598;18599;18600;;;GOBIERNO DE LA PROVINCIA DEL NEUQUEN;MINISTERIO DE CIUDADANIA;SUBSECRETARIA DE DERECHOS HUMANOS;OBSERVATORIO DE DERECHOS HUMANOS;;;;4;;3;N
18601;75;00761;18601;;;;;UNIVERSIDADE DO SAO PAULO;INSTITUTO DE FISICA DE SAO CARLOS;;;;;;2;;3;N
18602;75;00761;18601;18602;;;;UNIVERSIDADE DO SAO PAULO;INSTITUTO DE FISICA DE SAO CARLOS;LABORATORIO DE BIOFOTONICA;;;;;3;;3;N
18603;81;18603;;;;;;INSTITUTO LUIGI STURZO;;;;;;NSTITUTO LUIGI STURZO;1;;3;N
18604;81;18603;18604;;;;;INSTITUTO LUIGI STURZO;BIBLIOTECA GINO GERMANI;;;;;;2;;3;N
18605;75;11328;18605;;;;;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;INSTITUTO DE HUMANIDADE, ARTES E CIENCIAS;;;;;;2;;3;N
18606;81;18606;;;;;;FONDAZIONE GRAMSCI;;;;;;FONDAZIONE GRAMSCI;1;;3;N
18607;73;00830;18607;;;;;CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS;INSTITUTO BOTANICO DE BARCELONA;;;;;;2;;3;N
18608;75;05438;18608;;;;;UNIVERSITA DEGLI STUDI DI MILANO;DIPARTIMENTO DI BEITECNOLOGE MEDICHE E MEDICINA TRASLAZIONALE;;;;;;2;;3;N
18609;81;18609;;;;;;PRIMARY INDUSTRIES AND REGIONS S.A;;;;;;PRIMARY I. AND REGIONSGIONS SA;1;;3;N
18610;81;18609;18610;;;;;PRIMARY INDUSTRIES AND REGIONS S.A;SOUTH  AUSTRALIAN  RESEARCH  AND  DEVELOPMENT  INTITUTE;;;;;;2;;3;N
18611;81;18609;18610;18611;;;;PRIMARY INDUSTRIES AND REGIONS S.A;SOUTH  AUSTRALIAN  RESEARCH  AND  DEVELOPMENT  INTITUTE;AQUATIC SCIENCES;;;;;3;;3;N
18612;73;00830;18612;;;;;CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS;INSTITUTO DE INVESTIGACION EN INTELIGENCIA ARTIFICIAL;;;;;;2;;3;N
18613;75;17665;18613;;;;;RUPRECHT KARLS UNIVERSITAT HEIDELBERG;FAKULTAT FUR  PHYSIK  AND  ASTRONOMIE;;;;;;2;;3;N
18614;75;17665;18613;18614;;;;RUPRECHT KARLS UNIVERSITAT HEIDELBERG;FAKULTAT FUR  PHYSIK  AND  ASTRONOMIE;INSTITUT FUR UMWLTPHYSIK;;;;;3;;3;N
18615;75;01299;18615;;;;;UNIVERSIDAD POLITECNICA DE CATALUNYA;ESCUELA  DE INGENIERIA  DE BARCELONA ESTE;;;;;;2;;3;N
18616;75;06106;18616;;;;;UNIVERSIDAD DE GIRONA;INSTITUTO CATALAN DE INVESTIGACION DEL AGUA;;;;;;2;;3;N
18617;81;18617;;;;;;AMERICAN UNIVERSITY;;;;;;AMERICAN UNIVERSITY;1;;3;N
18618;81;18617;18618;;;;;AMERICAN UNIVERSITY;COLLEGE OF ARTS & SCIENCES;;;;;;2;;3;N
18619;81;18617;18618;18619;;;;AMERICAN UNIVERSITY;COLLEGE OF ARTS & SCIENCES;PHYSICS DEPARTAMENT;;;;;3;;3;N
18620;75;05600;18620;;;;;UNIVERSIDAD DE VALLADOLID;INSTITUTO DE PROCESOS SOSTENIBLES;;;;;;2;;3;N
18621;81;18621;;;;;;UNIVERSIDAD POLITECNICA NACIONAL;;;;;;UNIV. POLITECNICA NACIONAL;1;;3;N
18622;81;18621;18622;;;;;UNIVERSIDAD POLITECNICA NACIONAL;DEPARTAMENTO DE CIENCIAS DE LOS ALIMENTOS Y BIOTECNOLOGIA;;;;;;2;;3;N
18623;81;18621;18622;18623;;;;UNIVERSIDAD POLITECNICA NACIONAL;DEPARTAMENTO DE CIENCIAS DE LOS ALIMENTOS Y BIOTECNOLOGIA;CENTRO DE INVESTIGACIONES APLICADAS A POLIMEROS;;;;;3;;3;N
18624;76;06068;18624;;;;;UNIVERSIDAD DE NAVARRA;FACULTAD DE FARMACIA Y NUTRICION;;;;;;2;;3;N
18625;76;06068;18624;18625;;;;UNIVERSIDAD DE NAVARRA;FACULTAD DE FARMACIA Y NUTRICION;DEPARTAMENTO DE TECNOLOGIA Y QUIMICA FARMACEUTICAS;;;;;3;;3;N
18626;76;06068;18624;18625;18626;;;UNIVERSIDAD DE NAVARRA;FACULTAD DE FARMACIA Y NUTRICION;DEPARTAMENTO DE TECNOLOGIA Y QUIMICA FARMACEUTICAS;PHARMACOMETRICS &SYSTEMS PHARMACOLOGY;;;;4;;3;N
18627;75;00765;18627;;;;;UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO;CENTRO DE INVESTIGACIONES EN GEOGRAFIA AMBIENTAL;;;;;;2;;3;N
18628;75;02230;18628;;;;;UNIVERSITAT POMPEU FABRA;CENTER FOR BRAIN AND COGNITION;;;;;;2;;3;N
18629;81;18629;;;;;;UNIVERSITY OF CALIFORNIA AT SANTA CRUZ;;;;;;UNIV.OF CALIFORNIA AT S. CRUZ;1;;3;N
18630;81;18629;18630;;;;;UNIVERSITY OF CALIFORNIA AT SANTA CRUZ;ECOLOGY AND EVOLUTIONARY BIOLOGY;;;;;;2;;3;N
18631;81;18629;18630;18631;;;;UNIVERSITY OF CALIFORNIA AT SANTA CRUZ;ECOLOGY AND EVOLUTIONARY BIOLOGY;CONSERVATION ACTION LAB;;;;;3;;3;N
18632;81;18632;;;;;;UNIVERSITE DE LORRAINE;;;;;;UNIVERSITE DE LORRAINE;1;;3;N
18633;81;18632;18633;;;;;UNIVERSITE DE LORRAINE;LABORATOIRE MATERIAUX OPTIQUES, PHOTONOQUE ETSYSTEMES;;;;;;2;;3;N
18634;75;00825;18634;;;;;UNIVERSIDAD COMPLUTENSE DE MADRID;DEPARTAMENTO DE FILOSOFIA Y SOCIEDAD;;;;;;2;;3;N
18635;75;00422;00440;18635;;;;UNIVERSIDAD NACIONAL DEL NORDESTE;FACULTAD DE MEDICINA;LABORATORIO DE INVESTIGACIONES BIOQUIMICAS;;;;LIBIM;3;;3;N
18636;79;18636;;;;;;ASOCIACION CIVIL PERSONALIDAD Y RELACIONES HUMANAS;;;;;;PRH ARGENTINA;1;;3;N
18637;79;18637;;;;;;FUNDACION PARA COMBATIR LA LEUCEMIA;;;;;;FUNDALEU;1;;3;N
18638;81;18638;;;;;;UNIVERSITY OF TECHNOLOGY SYDNEY;;;;;;UNIV. OF TECHNOLOGY SYDNEY;1;;3;N
18639;81;18638;18639;;;;;UNIVERSITY OF TECHNOLOGY SYDNEY;FACULTY OF SCIENCE;;;;;;2;;3;N
18640;81;18638;18639;18640;;;;UNIVERSITY OF TECHNOLOGY SYDNEY;FACULTY OF SCIENCE;SCHOOL OF LIFE SCIENCES;;;;;3;;3;N
18641;81;18638;18639;18640;18641;;;UNIVERSITY OF TECHNOLOGY SYDNEY;FACULTY OF SCIENCE;SCHOOL OF LIFE SCIENCES;ECOSYSTEM   DYNAMICS  HEALTH & RESILIENCE  RESEARCH GROUP;;;;4;;3;N
18642;81;18642;;;;;;UNIVERSIDAD DE CHILE;;;;;;UNIVERSIDAD DE CHILE;1;;3;N
18643;81;18642;18643;;;;;UNIVERSIDAD DE CHILE;CENTRO DE ESTUDIOS SOBRE CONFLICTO  Y COHESION SOCIAL;;;;;;2;;3;N
18644;73;00838;18644;;;;;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;LABORATOIRE  PROCEDES, MATERIAUX ET ENERGIE SOLAIRE;;;;;PROMES;2;;3;N
18645;75;07159;18645;;;;;UNIVERSIDAD CARLOS III DE MADRID;DEPARTAMENTO DE MATEMATICAS;;;;;;2;;3;N
18646;81;18646;;;;;;UNIVERSITY OF GRAZ;;;;;;UNIVERSITY OF GRAZ;1;;3;N
18647;81;18646;18647;;;;;UNIVERSITY OF GRAZ;FACULTY  OF NATURAL SCIENCES;;;;;;2;;3;N
18648;81;18646;18647;18648;;;;UNIVERSITY OF GRAZ;FACULTY  OF NATURAL SCIENCES;INSTITUTE OF PHYSICS;;;;;3;;3;N
18649;75;00231;07522;18649;;;;UNIVERSIDAD NACIONAL DEL COMAHUE;FACULTAD DE CS. Y TECNOLOGIA DE LOS ALIMENTOS;DEPARTAMENTO TECNOLOGIA DE LOS ALIMENTOS;;;;;3;;3;N
18650;75;01397;18650;;;;;UNIVERSIDAD DE VALENCIA;DEPARTAMENTO DE FISICA APLICADA Y ELECTROMAGNETISMO;;;;;;2;;3;N
18651;75;01397;18650;18651;;;;UNIVERSIDAD DE VALENCIA;DEPARTAMENTO DE FISICA APLICADA Y ELECTROMAGNETISMO;INSTITUTO DE CIENCIAS DE LOS MATERIALES DE LA UNIVERSIDAD DE VALENCIA;;;;;3;;3;N
18652;80;00751;18652;;;;;HOSPITAL ITALIANO;SERVICIO DE ORTOPEDIA Y TRAUMATOLOGIA;;;;;;2;;3;N
18653;75;00322;18653;;;;;UNIVERSIDAD NACIONAL DE JUJUY;INSTITUTO DE ESTUDIOS CELULARES GENETICOS Y MOLECULARES;;;;;;2;;3;N
18654;81;18654;;;;;;THE CONNECTICUT EXPERIMENT STATION;;;;;;THE C. EXPERIMENT STATION;1;;3;N
18655;81;18654;18655;;;;;THE CONNECTICUT EXPERIMENT STATION;CENTER FOR VECTOR BIOLOGY & ZOONOTIC  DISEASES;;;;;;2;;3;N
18656;81;18654;18655;18656;;;;THE CONNECTICUT EXPERIMENT STATION;CENTER FOR VECTOR BIOLOGY & ZOONOTIC  DISEASES;DEPARTMENT OF ENVIRONMENTAL SCIENCES;;;;;3;;3;N
18657;74;00640;18657;;;;;MUNICIPALIDAD DE GENERAL PUEYRREDON (BUENOS AIRES);SECRETARIA DE SALUD;;;;;;2;;3;N
18658;74;18658;;;;;;MUNICIPALIDAD DE CONCORDIA (ENTRE RIOS);;;;;;MUNIC DE CONCORDIA;1;;3;N
18659;74;18658;18659;;;;;MUNICIPALIDAD DE CONCORDIA (ENTRE RIOS);SECRETARIA DE DESARROLLO ECONOMICO;;;;;;2;;3;N
18660;74;18658;18659;18660;;;;MUNICIPALIDAD DE CONCORDIA (ENTRE RIOS);SECRETARIA DE DESARROLLO ECONOMICO;DIRECCION DE INNOVACION Y ECONOMIA DEL CONOCIMIENTO;;;;;3;;3;N
18661;80;18661;;;;;;SANATORIO DE LA MUJER;;;;;;;1;;3;N
18662;75;00322;18653;18662;;;;UNIVERSIDAD NACIONAL DE JUJUY;INSTITUTO DE ESTUDIOS CELULARES GENETICOS Y MOLECULARES;DEPARTAMENTO DE BIOLOGIA MOLECULAR;;;;;3;;3;N
18663;81;18663;;;;;;UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS;;;;;;U. OF COLORADO A. M. CAMPUS;1;;3;N
18664;74;05704;18664;;;;;MINISTERIO DE TRABAJO EMPLEO Y SEGURIDAD SOCIAL;OBSERVATORIO DE EMPLEO Y DINAMICA EMPRESARIAL;;;;;OEDE;2;;3;N
18665;81;18663;18665;;;;;UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS;SCHOOL OF MEDICINE;;;;;;2;;3;N
18666;81;18663;18665;18666;;;;UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS;SCHOOL OF MEDICINE;DEPARTAMENT OF PEDIATRIS;;;;;3;;3;N
18667;74;18667;;;;;;MUNICIPALIDAD DE GENERAL LAVALLE (BUENOS AIRES);;;;;;MUNIC GENERAL LAVALLE;1;;3;N
18668;75;01397;18668;;;;;UNIVERSIDAD DE VALENCIA;INSTITUTO DE CIENCIA MOLECULAR;;;;;;2;;8;N
18669;74;18669;;;;;;MUNICIPALIDAD DE MAIPU (BUENOS AIRES);;;;;;MUNIC MAIPU;1;;3;N
18670;74;18670;;;;;;MUNICIPALIDAD DE LA COSTA (BUENOS AIRES);;;;;;MUNIC DE LA COSTA;1;;3;N
18671;74;18671;;;;;;MUNICIPALIDAD DE PINAMAR (BUENOS AIRES);;;;;;MUNIC PINAMAR;1;;3;N
18672;74;18672;;;;;;MUNICIPALIDAD DE VILLA GESELL (BUENOS AIRES);;;;;;MUNIC VILLA GESELL;1;;3;N
18673;74;18673;;;;;;MUNICIPALIDAD DE GENERAL GUIDO (BUENOS AIRES);;;;;;MUNIC GENERAL GUIDO;1;;3;N
18674;74;18674;;;;;;MUNICIPALIDAD DE GENERAL ALVARADO (BUENOS AIRES);;;;;;MUNIC GENERAL ALVARADO;1;;3;N
18675;74;18675;;;;;;MUNICIPALIDAD DE LOBERIA (BUENOS AIRES);;;;;;MUNIC LOBERIA;1;;3;N
18676;74;18676;;;;;;MUNICIPALIDAD DE SAN CAYETANO (BUENOS AIRES);;;;;;MUNIC SAN CAYETANO;1;;3;N
18677;79;18677;;;;;;FUNDACION BUNGE Y BORN;;;;;;;1;;3;N
18678;74;18678;;;;;;MUNICIPALIDAD DE CHOELE CHOEL (RIO NEGRO);;;;;;MUNIC CHOELE CHOEL;1;;3;N
18679;74;00012;17242;18679;;;;GOBIERNO DE LA PROVINCIA DE ENTRE RIOS;MINISTERIO DE SALUD;DIRECCION GENERAL DE SALUD MENTAL;;;;DGSM;3;;3;N
18680;75;00101;18680;;;;;UNIVERSIDAD DE BUENOS AIRES;CENTRO CULTURAL RECTOR RICARDO ROJAS;;;;;;2;;3;N
18681;77;18681;;;;;;INSTITUTO SUPERIOR DE FORMACION DOCENTE CONTINUA VILLA PARANACITO;;;;;;ISFDC PARANACITO;1;;3;N
18682;78;18682;;;;;;NOBELTRI SOCIEDAD DE RESPONSABILIDAD LIMITADA;;;;;;NOBELTRI SRL;1;;3;N
18683;74;00008;18683;;;;;GOBIERNO DE LA PROVINCIA DE BUENOS AIRES;HOSPITAL PROVINCIAL EVITA PUEBLO;;;;;;2;;3;N
18684;79;18684;;;;;;CALOR DE MADRE;;;;;;;1;;3;N
18685;75;00231;00239;18685;;;;UNIVERSIDAD NACIONAL DEL COMAHUE;FACULTAD DE DERECHO Y CIENCIAS SOCIALES;OBSERVATORIO DE COMUNICACION Y TEMATICAS SOCIALES;;;;;3;;3;N
18686;74;18686;;;;;;MUNICIPALIDAD DE FLORENCIO VARELA (BUENOS AIRES);;;;;;MUNIC FLORENCIO VARELA;1;;3;N
18687;74;18686;18687;;;;;MUNICIPALIDAD DE FLORENCIO VARELA (BUENOS AIRES);SECRETARIA DE SALUD;;;;;;2;;3;N
18688;74;18686;18688;;;;;MUNICIPALIDAD DE FLORENCIO VARELA (BUENOS AIRES);SECRETARIA DE INDUSTRIA Y DESARROLLO PRODUCTIVO;;;;;;2;;3;N
18689;74;18686;18688;18689;;;;MUNICIPALIDAD DE FLORENCIO VARELA (BUENOS AIRES);SECRETARIA DE INDUSTRIA Y DESARROLLO PRODUCTIVO;INSTITUTO DE DESARROLLO LOCAL;;;;IDEL;3;;3;N
18690;74;05647;18690;;;;;GOBIERNO DE LA PROVINCIA DE SANTA CRUZ;MINISTERIO DE SALUD Y AMBIENTE;;;;;;2;;3;N
18691;76;09205;18691;;;;;UNIVERSIDAD  CATOLICA DE LAS MISIONES;FACULTAD DE CIENCIAS HUMANAS;;;;;;2;;3;N
18692;74;05458;18692;;;;;GOBIERNO DE LA PROVINCIA DE MISIONES;POLICIA DE MISIONES;;;;;;2;;3;N
18693;74;05458;18692;18693;;;;GOBIERNO DE LA PROVINCIA DE MISIONES;POLICIA DE MISIONES;ESCUELA SUPERIOR DE POLICIA MANUEL BELGRANO;;;;;3;;3;N
18694;74;00008;05235;18694;;;;GOBIERNO DE LA PROVINCIA DE BUENOS AIRES;DIRECCION  GENERAL DE CULTURA Y EDUCACION;DIRECCION PROVINCIAL DE EDUCACION SECUNDARIA;;;;;3;;3;N
18695;75;07934;18695;;;;;MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACAO;CENTRO DE TECNOLOGIA MINERAL DE RIO DE JANEIRO;;;;;;2;;3;N
18696;75;07934;18695;18696;;;;MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACAO;CENTRO DE TECNOLOGIA MINERAL DE RIO DE JANEIRO;COORDINACION DE PROCESAMIENTO Y TECNOLOGIAS DE MINERALES;;;;;3;;3;N
18697;77;18697;;;;;;INSTITUTO DE EDUCACION SUPERIOR NUMERO 9 009 TUPUNGATO;;;;;;IES 9 009;1;;3;N
18698;74;16536;18698;;;;;MUNICIPALIDAD DE MERCEDES (BUENOS AIRES);LABORATORIO MUNICIPAL DE VIROLOGIA MOLECULAR;;;;;;2;;3;N
18699;74;00008;18699;;;;;GOBIERNO DE LA PROVINCIA DE BUENOS AIRES;HOSPITAL ZONAL GENERAL DE AGUDOS BLAS DUBARRY;;;;;;2;;3;N
18700;74;16003;18700;;;;;MUNICIPALIDAD DE QUILMES (BUENOS AIRES);HOSPITAL SUB ZONAL MATERNO INFANTIL DOCTOR EDUARDO OLLER;;;;;;2;;3;N
18701;81;18701;;;;;;INSTITUTO DE INVESTIGACION DEL HOSPITAL DE LA PAZ;;;;;;IDIPAZ;1;;3;N
18702;74;00008;18702;;;;;GOBIERNO DE LA PROVINCIA DE BUENOS AIRES;HOSPITAL ZONAL GENERAL DE AGUDOS DOCTOR LUCIO MELENDEZ;;;;;;2;;3;N
18703;74;00008;18703;;;;;GOBIERNO DE LA PROVINCIA DE BUENOS AIRES;UNIDAD DE PRONTA ATENCION 5 (ALMIRANTE BROWN);;;;;UPA 5;2;;3;N
18704;74;05458;18704;;;;;GOBIERNO DE LA PROVINCIA DE MISIONES;HOSPITAL NIVEL I CAMPO GRANDE;;;;;;2;;3;N
18705;74;05458;18705;;;;;GOBIERNO DE LA PROVINCIA DE MISIONES;HOSPITAL NIVEL I EL SOBERBIO;;;;;;2;;3;N
18706;74;05458;18706;;;;;GOBIERNO DE LA PROVINCIA DE MISIONES;HOSPITAL NIVEL II NUESTRA SEÑORA DE FATIMA;;;;;;2;;3;N
18707;74;05458;18707;;;;;GOBIERNO DE LA PROVINCIA DE MISIONES;HOSPITAL NIVEL I DOCTOR FAVALORO;;;;;;2;;3;N
18708;75;07228;18708;;;;;UNIVERSITY OF ABERDEEN;INSTITUTE  OF APPLIED  HEALTH  SCIENCES;;;;;;2;;3;N
18709;76;01724;03789;18709;;;;UNIVERSIDAD AUSTRAL;FACULTAD DE COMUNICACION;ESCUELA DE POSGRADOS EN COMUNICACION;;;;;3;;3;N
18710;76;01724;03789;18709;18710;;;UNIVERSIDAD AUSTRAL;FACULTAD DE COMUNICACION;ESCUELA DE POSGRADOS EN COMUNICACION;AREA DE EDUCACION A DISTANCIA;;;;4;;3;N
18711;75;07726;18711;;;;;CALIFORNIA STATE UNIVERSITY;DEPARTAMENT OF MICROBIOLOY AND  IMMUNOLOGY;;;;;;2;;3;N
18712;81;18712;;;;;;PONTIFICIA UNIVERSIDADE CATOLICA DE MINAS GERAIS;;;;;;P. UNIV. CATOLICA DE M. GERAIS;1;;3;N
18713;81;18712;18713;;;;;PONTIFICIA UNIVERSIDADE CATOLICA DE MINAS GERAIS;INSTITUTO  DE CIENCIAS SOCIAIS  DA PVC MINAS;;;;;;2;;3;N
18714;81;18712;18713;18714;;;;PONTIFICIA UNIVERSIDADE CATOLICA DE MINAS GERAIS;INSTITUTO  DE CIENCIAS SOCIAIS  DA PVC MINAS;PROGRAMA DE  POS-GRADUACAO  EM RELACOES INTERACIONAIS PVC MINAS;;;;;3;;3;N
